id,citation_counts
1612.06978,2
1612.07087,6
1612.07095,10
1612.07129,11
1612.07148,5
1612.07174,0
1612.07210,39
1612.07214,41
1612.07228,0
1612.07251,52
1612.07259,2
1612.07267,0
1612.07315,118
1612.07323,23
1612.07324,335
1612.07370,6
1612.07544,1
1612.07565,3
1612.07590,18
1612.07599,15
1612.07629,28
1612.07637,3
1612.07639,1
1612.07672,0
1612.07687,38
1612.07701,11
1612.07705,48
1612.07740,2
1612.07769,12
1612.07775,0
1612.07785,6
1612.07798,0
1612.07800,29
1612.07813,11
1612.07832,1
1612.07968,11
1612.07991,17
1612.08015,5
1612.08065,13
1612.08066,31
1612.08088,12
1612.08115,25
1612.08122,53
1612.08140,19
1612.08166,35
1612.08285,2
1612.08292,7
1612.08294,68
1612.08386,6
1612.08471,204
1612.08508,10
1612.08509,4
1612.08513,3
1612.08566,19
1612.08569,2
1612.08615,9
1612.08624,5
1612.08641,17
1612.08672,23
1612.08675,15
1612.08682,7
1612.08706,4
1612.08738,22
1612.08739,22
1612.08752,8
1612.08815,0
1612.08818,16
1612.08826,17
1612.08827,12
1612.08858,17
1612.08868,2
1612.08916,6
1612.08928,24
1612.08953,20
1612.08954,24
1612.08956,41
1612.08976,116
1612.08978,16
1612.08985,15
1612.08987,79
1612.09098,3
1612.09135,0
1612.09172,3
1612.09191,0
1612.09241,0
1612.09248,0
1612.09272,34
1612.09279,19
1612.09281,13
1612.09331,8
1612.09356,1
1612.09387,2
1612.09392,0
1612.09445,18
1612.09503,9
1612.09505,0
1612.09513,7
1612.09533,2
1612.09545,0
1612.09559,12
1612.09570,12
1612.09575,3
1612.09580,46
1612.09581,41
1701.00006,4
1701.00009,3
1701.00014,21
1701.00046,12
1701.00049,148
1701.00051,0
1701.00063,6
1701.00085,3
1701.00087,0
1701.00098,4
1701.00114,2
1701.00136,3
1701.00461,0
1701.00800,1
1701.02222,0
